ICD9_CODE,LONG_TITLE,DEPTH
736.71,acquired equinovarus deformity,5
736.70,"unspecified deformity of ankle and foot, acquired",5
736.8,acquired deformities of other parts of limbs,4
736.89,other,5
736.81,unequal leg length (acquired),5
737,curvature of spine,3
737.9,unspecified curvature of spine,4
737.8,other curvatures of spine,4
737.0,adolescent postural kyphosis,4
737.1,kyphosis (acquired),4
737.19,other,5
737.12,"kyphosis, postlaminectomy",5
737.11,kyphosis due to radiation,5
737.10,kyphosis (acquired) (postural),5
737.2,lordosis (acquired),4
737.29,other,5
737.22,other postsurgical lordosis,5
737.21,"lordosis, postlaminectomy",5
737.20,lordosis (acquired) (postural),5
737.3,kyphoscoliosis and scoliosis,4
737.39,other,5
737.34,thoracogenic scoliosis,5
737.33,scoliosis due to radiation,5
737.32,progressive infantile idiopathic scoliosis,5
737.31,resolving infantile idiopathic scoliosis,5
737.30,"scoliosis [and kyphoscoliosis], idiopathic",5
737.4,curvature of spine associated with other conditions,4
737.43,scoliosis,5
737.42,lordosis,5
737.41,kyphosis,5
737.40,"curvature of spine, unspecified",5
738,other acquired deformity,3
738.9,acquired deformity of unspecified site,4
738.8,acquired deformity of other specified site,4
738.7,cauliflower ear,4
738.6,acquired deformity of pelvis,4
738.5,other acquired deformity of back or spine,4
738.4,acquired spondylolisthesis,4
738.3,acquired deformity of chest and rib,4
738.2,acquired deformity of neck,4
738.0,acquired deformity of nose,4
738.1,other acquired deformity of head,4
738.19,other specified deformity,5
738.12,zygomatic hypoplasia,5
738.11,zygomatic hyperplasia,5
738.10,unspecified deformity,5
739,"nonallopathic lesions, not elsewhere classified",3
739.9,abdomen and other,4
739.8,rib cage,4
739.7,upper extremities,4
739.6,lower extremities,4
739.5,pelvic region,4
739.4,sacral region,4
739.3,lumbar region,4
739.2,thoracic region,4
739.1,cervical region,4
739.0,head region,4
740-759,congenital anomalies ,1
740,anencephalus and similar anomalies,2
740,anencephalus and similar anomalies,3
741,spina bifida,2
741,spina bifida,3
742,other congenital anomalies of nervous system,2
742,other congenital anomalies of nervous system,3
743,congenital anomalies of eye,2
743,congenital anomalies of eye,3
744,"congenital anomalies of ear, face, and neck",2
744,"congenital anomalies of ear, face, and neck",3
745,bulbus cordis anomalies and anomalies of cardiac septal closure,2
745,bulbus cordis anomalies and anomalies of cardiac septal closure,3
746,other congenital anomalies of heart,2
746,other congenital anomalies of heart,3
747,other congenital anomalies of circulatory system,2
747,other congenital anomalies of circulatory system,3
748,congenital anomalies of respiratory system,2
748,congenital anomalies of respiratory system,3
749,cleft palate and cleft lip,2
749,cleft palate and cleft lip,3
750,other congenital anomalies of upper alimentary tract,2
750,other congenital anomalies of upper alimentary tract,3
751,other congenital anomalies of digestive system,2
751,other congenital anomalies of digestive system,3
753,congenital anomalies of urinary system,2
753,congenital anomalies of urinary system,3
754,certain congenital musculoskeletal deformities,2
754,certain congenital musculoskeletal deformities,3
755,other congenital anomalies of limbs,2
755,other congenital anomalies of limbs,3
756,other congenital musculoskeletal anomalies,2
756,other congenital musculoskeletal anomalies,3
757,congenital anomalies of the integument,2
757,congenital anomalies of the integument,3
758,chromosomal anomalies,2
758,chromosomal anomalies,3
759,other and unspecified congenital anomalies,2
759,other and unspecified congenital anomalies,3
760-779,certain conditions originating in the perinatal period ,1
760-763,maternal causes of perinatal morbidity and mortality ,2
760,fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,3
760.9,unspecified maternal condition affecting fetus or newborn,4
760.8,other specified maternal conditions affecting fetus or newborn,4
760.5,maternal injury,4
760.4,maternal nutritional disorders,4
760.3,other chronic maternal circulatory and respiratory diseases,4
760.2,maternal infections,4
760.1,maternal renal and urinary tract diseases,4
760.0,maternal hypertensive disorders,4
760.6,surgical operation on mother and fetus,4
760.62,newborn affected by other in utero procedure,5
760.61,newborn affected by amniocentesis,5
760.7,noxious influences affecting fetus or newborn via placenta or breast milk,4
760.79,other,5
760.78,antimetabolic agents,5
760.77,anticonvulsants,5
760.76,diethylstilbestrol [des],5
760.75,cocaine,5
760.74,anti-infectives,5
760.73,hallucinogenic agents,5
760.72,narcotics,5
760.71,alcohol,5
760.70,unspecified noxious substance,5
761,fetus or newborn affected by maternal complications of pregnancy,3
761.9,unspecified maternal complication of pregnancy affecting fetus or newborn,4
761.8,other specified maternal complications of pregnancy affecting fetus or newborn,4
761.7,malpresentation before labor,4
761.6,maternal death,4
761.5,multiple pregnancy,4
761.4,ectopic pregnancy,4
761.3,polyhydramnios,4
761.2,oligohydramnios,4
761.1,premature rupture of membranes,4
761.0,incompetent cervix,4
762,"fetus or newborn affected by complications of placenta, cord, and membranes",3
762.9,unspecified abnormality of chorion and amnion,4
762.8,other specified abnormalities of chorion and amnion,4
762.7,chorioamnionitis,4
762.6,other and unspecified conditions of umbilical cord,4
762.5,other compression of umbilical cord,4
762.4,prolapsed cord,4
762.3,placental transfusion syndromes,4
762.2,other and unspecified morphological and functional abnormalities of placenta,4
762.1,other forms of placental separation and hemorrhage,4
762.0,placenta previa,4
763,fetus or newborn affected by other complications of labor and delivery,3
763.9,unspecified complication of labor and delivery affecting fetus or newborn,4
763.7,abnormal uterine contractions,4
763.6,precipitate delivery,4
763.5,maternal anesthesia and analgesia,4
763.4,cesarean delivery,4
763.3,delivery by vacuum extractor,4
763.2,forceps delivery,4
763.1,"other malpresentation, malposition, and disproportion during labor and delivery",4
763.0,breech delivery and extraction,4
763.8,other specified complications of labor and delivery affecting fetus or newborn,4
763.89,other specified complications of labor and delivery affecting fetus or newborn,5
763.84,meconium passage during delivery,5
763.83,"abnormality in fetal heart rate or rhythm, unspecified as to time of onset",5
763.82,abnormality in fetal heart rate or rhythm during labor,5
763.81,abnormality in fetal heart rate or rhythm before the onset of labor,5
764-779,other conditions originating in the perinatal period ,2
769,respiratory distress syndrome,3
764,slow fetal growth and fetal malnutrition,3
764.9,"fetal growth retardation, unspecified",4
764.2,"fetal malnutrition without mention of ""light-for-dates""",4
764.1,"""light-for-dates"" with signs of fetal malnutrition",4
764.0,"""light-for-dates"" without mention of fetal malnutrition",4
765,disorders relating to short gestation and low birthweight,3
765.1,other preterm infants,4
765.0,extreme immaturity,4
765.2,weeks of gestation,4
765.29,37 or more weeks of gestation,5
765.28,35-36 weeks of gestation,5
765.27,33-34 weeks of gestation,5
765.26,31-32 weeks of gestation,5
765.25,29-30 weeks of gestation,5
765.24,27-28 weeks of gestation,5
765.23,25-26 weeks of gestation,5
765.22,24 weeks of gestation,5
765.21,less than 24 completed weeks of gestation,5
765.20,unspecified weeks of gestation,5
766,disorders relating to long gestation and high birthweight,3
766.1,"other ""heavy-for-dates"" infants",4
766.0,exceptionally large baby,4
766.2,"late infant, not ""heavy-for-dates""",4
766.22,prolonged gestation of infant,5
766.21,post-term infant,5
767,birth trauma,3
767.9,"birth trauma, unspecified",4
767.8,other specified birth trauma,4
767.7,other cranial and peripheral nerve injuries,4
767.6,injury to brachial plexus,4
767.5,facial nerve injury,4
767.4,injury to spine and spinal cord,4
767.3,other injuries to skeleton,4
767.2,fracture of clavicle,4
767.0,subdural and cerebral hemorrhage,4
767.1,injuries to scalp,4
767.19,other injuries to scalp,5
767.11,epicranial subaponeurotic hemorrhage (massive),5
768,intrauterine hypoxia and birth asphyxia,3
768.9,unspecified birth asphyxia in liveborn infant,4
768.7,hypoxic-ischemic encephalopathy (hie),4
768.6,mild or moderate birth asphyxia,4
768.5,severe birth asphyxia,4
768.4,"fetal distress, unspecified as to time of onset, in liveborn infant",4
768.3,"fetal distress first noted during labor and delivery, in liveborn infant",4
768.2,"fetal distress before onset of labor, in liveborn infant",4
768.1,fetal death from asphyxia or anoxia during labor,4
768.0,fetal death from asphyxia or anoxia before onset of labor or at unspecified time,4
770,other respiratory conditions of fetus and newborn,3
770.9,unspecified respiratory condition of fetus and newborn,4
770.7,chronic respiratory disease arising in the perinatal period,4
770.6,transitory tachypnea of newborn,4
770.5,other and unspecified atelectasis,4
770.4,primary atelectasis,4
770.3,pulmonary hemorrhage,4
770.2,interstitial emphysema and related conditions,4
770.0,congenital pneumonia,4
770.1,fetal and newborn aspiration,4
770.18,other fetal and newborn aspiration with respiratory symptoms,5
770.17,other fetal and newborn aspiration without respiratory symptoms,5
770.16,aspiration of blood with respiratory symptoms,5
770.15,aspiration of blood without respiratory symptoms,5
770.14,aspiration of clear amniotic fluid with respiratory symptoms,5
770.13,aspiration of clear amniotic fluid without respiratory symptoms,5
770.12,meconium aspiration with respiratory symptoms,5
770.11,meconium aspiration without respiratory symptoms,5
770.10,"fetal and newborn aspiration, unspecified",5
770.8,other respiratory problems after birth,4
770.89,other respiratory problems after birth,5
770.88,hypoxemia of newborn,5
770.87,respiratory arrest of newborn,5
770.86,aspiration of postnatal stomach contents with respiratory symptoms,5
770.85,aspiration of postnatal stomach contents without respiratory symptoms,5
770.84,respiratory failure of newborn,5
770.83,cyanotic attacks of newborn,5
770.82,other apnea of newborn,5
770.81,primary apnea of newborn,5
771,infections specific to the perinatal period,3
771.7,neonatal candida infection,4
771.6,neonatal conjunctivitis and dacryocystitis,4
771.5,neonatal infective mastitis,4
771.4,omphalitis of the newborn,4
771.3,tetanus neonatorum,4
771.2,other congenital infections,4
771.1,congenital cytomegalovirus infection,4
771.0,congenital rubella,4
771.8,other infections specific to the perinatal period,4
771.89,other infections specific to the perinatal period,5
771.83,bacteremia of newborn,5
771.82,urinary tract infection of newborn,5
771.81,septicemia [sepsis] of newborn,5
772,fetal and neonatal hemorrhage,3
772.9,unspecified hemorrhage of newborn,4
772.8,other specified hemorrhage of fetus or newborn,4
772.6,cutaneous hemorrhage,4
772.5,adrenal hemorrhage,4
772.4,gastrointestinal hemorrhage,4
772.3,umbilical hemorrhage after birth,4
772.2,subarachnoid hemorrhage,4
772.0,fetal blood loss,4
772.1,intraventricular hemorrhage,4
772.14,grade iv,5
772.13,grade iii,5
772.12,grade ii,5
772.11,grade i,5
772.10,unspecified grade,5
773,"hemolytic disease of fetus or newborn, due to isoimmunization",3
773.5,late anemia due to isoimmunization,4
773.4,kernicterus due to isoimmunization,4
773.3,hydrops fetalis due to isoimmunization,4
773.2,hemolytic disease due to other and unspecified isoimmunization,4
773.1,hemolytic disease due to abo isoimmunization,4
773.0,hemolytic disease due to rh isoimmunization,4
774,other perinatal jaundice,3
774.7,kernicterus not due to isoimmunization,4
774.6,unspecified fetal and neonatal jaundice,4
774.5,perinatal jaundice from other causes,4
774.4,perinatal jaundice due to hepatocellular damage,4
774.2,neonatal jaundice associated with preterm delivery,4
774.1,perinatal jaundice from other excessive hemolysis,4
774.0,perinatal jaundice from hereditary hemolytic anemias,4
774.3,neonatal jaundice due to delayed conjugation from other causes,4
774.39,other,5
774.31,neonatal jaundice due to delayed conjugation in diseases classified elsewhere,5
774.30,"neonatal jaundice due to delayed conjugation, cause unspecified",5
775,endocrine and metabolic disturbances specific to the fetus and newborn,3
775.9,unspecified endocrine and metabolic disturbances specific to the fetus and newborn,4
775.7,late metabolic acidosis of newborn,4
775.6,neonatal hypoglycemia,4
775.5,other transitory neonatal electrolyte disturbances,4
775.4,hypocalcemia and hypomagnesemia of newborn,4
775.3,neonatal thyrotoxicosis,4
775.2,neonatal myasthenia gravis,4
775.1,neonatal diabetes mellitus,4
775.0,"syndrome of ""infant of a diabetic mother""",4
775.8,other neonatal endocrine and metabolic disturbances,4
775.89,other neonatal endocrine and metabolic disturbances,5
775.81,other acidosis of newborn,5
776,hematological disorders of newborn,3
776.9,unspecified hematological disorder specific to fetus or newborn,4
776.8,other specified transient hematological disorders,4
776.7,transient neonatal neutropenia,4
776.6,anemia of prematurity,4
776.5,congenital anemia,4
776.4,polycythemia neonatorum,4
776.3,other transient neonatal disorders of coagulation,4
776.2,disseminated intravascular coagulation in newborn,4
776.1,transient neonatal thrombocytopenia,4
776.0,hemorrhagic disease of newborn,4
777,perinatal disorders of digestive system,3
777.9,unspecified perinatal disorder of digestive system,4
777.8,other specified perinatal disorders of digestive system,4
777.6,perinatal intestinal perforation,4
777.4,transitory ileus of newborn,4
777.3,hematemesis and melena due to swallowed maternal blood,4
777.2,intestinal obstruction due to inspissated milk,4
777.1,meconium obstruction,4
777.5,necrotizing enterocolitis in newborn,4
777.53,stage iii necrotizing enterocolitis in newborn,5
777.52,stage ii necrotizing enterocolitis in newborn,5
777.51,stage i necrotizing enterocolitis in newborn,5
777.50,"necrotizing enterocolitis in newborn, unspecified",5
778,conditions involving the integument and temperature regulation of fetus and newborn,3
778.9,unspecified condition involving the integument and temperature regulation of fetus and newborn,4
778.8,other specified conditions involving the integument of fetus and newborn,4
778.7,breast engorgement in newborn,4
778.6,congenital hydrocele,4
778.5,other and unspecified edema of newborn,4
778.4,other disturbances of temperature regulation of newborn,4
778.3,other hypothermia of newborn,4
778.2,cold injury syndrome of newborn,4
778.1,sclerema neonatorum,4
778.0,hydrops fetalis not due to isoimmunization,4
779,other and ill-defined conditions originating in the perinatal period,3
779.9,unspecified condition originating in the perinatal period,4
779.7,periventricular leukomalacia,4
779.6,termination of pregnancy (fetus),4
779.5,drug withdrawal syndrome in newborn,4
779.4,drug reactions and intoxications specific to newborn,4
779.3,feeding problems in newborn,4
779.2,"cerebral depression, coma, and other abnormal cerebral signs",4
779.1,other and unspecified cerebral irritability in newborn,4
779.0,convulsions in newborn,4
779.8,other specified conditions originating in the perinatal period,4
779.89,other specified conditions originating in the perinatal period,5
779.85,cardiac arrest of newborn,5
779.84,meconium staining,5
779.83,delayed separation of umbilical cord,5
779.82,neonatal tachycardia,5
779.81,neonatal bradycardia,5
780-799,"symptoms, signs, and ill-defined conditions ",1
780-789,symptoms ,2
780,general symptoms,3
780.8,generalized hyperhidrosis,4
780.4,dizziness and giddiness,4
780.2,syncope and collapse,4
780.1,hallucinations,4
780.0,alteration of consciousness,4
780.09,other,5
780.03,persistent vegetative state,5
780.02,transient alteration of awareness,5
780.01,coma,5
780.3,convulsions,4
780.39,other convulsions,5
780.32,complex febrile convulsions,5
780.31,"febrile convulsions (simple), unspecified",5
780.5,sleep disturbances,4
780.59,other,5
780.58,"sleep related movement disorder, unspecified",5
780.57,unspecified sleep apnea,5
780.54,"hypersomnia, unspecified",5
780.53,"hypersomnia with sleep apnea, unspecified",5
780.52,"insomnia, unspecified",5
780.51,"insomnia with sleep apnea, unspecified",5
780.50,"sleep disturbance, unspecified",5
780.6,fever and other physiologic disturbances of temperature regulation,4
780.65,hypothermia not associated with low environmental temperature,5
780.64,chills (without fever),5
780.63,postvaccination fever,5
780.62,postprocedural fever,5
780.61,fever presenting with conditions classified elsewhere,5
780.60,"fever, unspecified",5
780.7,malaise and fatigue,4
780.79,other malaise and fatigue,5
780.72,functional quadriplegia,5
780.71,chronic fatigue syndrome,5
780.9,other general symptoms,4
780.99,other general symptoms,5
780.97,altered mental status,5
780.96,generalized pain,5
780.95,"excessive crying of child, adolescent, or adult",5
780.94,early satiety,5
780.93,memory loss,5
780.92,excessive crying of infant (baby),5
780.91,fussy infant (baby),5
781,symptoms involving nervous and musculoskeletal systems,3
781.8,neurologic neglect syndrone,4
781.7,tetany,4
781.6,meningismus,4
781.5,clubbing of fingers,4
781.4,transient paralysis of limb,4
781.3,lack of coordination,4
781.2,abnormality of gait,4
781.1,disturbances of sensation of smell and taste,4
781.0,abnormal involuntary movements,4
781.9,other symptoms involving nervous and musculoskeletal systems,4
781.99,other symptoms involving nervous and musculoskeletal systems,5
781.94,facial weakness,5
781.93,ocular torticollis,5
781.92,abnormal posture,5
781.91,loss of height,5
782,symptoms involving skin and other integumentary tissue,3
782.9,other symptoms involving skin and integumentary tissues,4
782.8,changes in skin texture,4
782.7,spontaneous ecchymoses,4
782.5,cyanosis,4
782.4,"jaundice, unspecified, not of newborn",4
782.3,edema,4
782.2,"localized superficial swelling, mass, or lump",4
782.1,rash and other nonspecific skin eruption,4
782.0,disturbance of skin sensation,4
782.6,pallor and flushing,4
782.62,flushing,5
782.61,pallor,5
783,"symptoms concerning nutrition, metabolism, and development",3
783.9,"other symptoms concerning nutrition, metabolism, and development",4
783.7,adult failure to thrive,4
783.6,polyphagia,4
783.5,polydipsia,4
783.3,feeding difficulties and mismanagement,4
783.1,abnormal weight gain,4
783.0,anorexia,4
783.2,abnormal loss of weight and underweight,4
783.22,underweight,5
783.21,loss of weight,5
783.4,lack of expected normal physiological development in childhood,4
783.43,short stature,5
783.42,delayed milestones,5
783.41,failure to thrive,5
783.40,"lack of normal physiological development, unspecified",5
784,symptoms involving head and neck,3
784.8,hemorrhage from throat,4
784.7,epistaxis,4
784.5,other speech disturbance,4
784.3,aphasia,4
784.2,"swelling, mass, or lump in head and neck",4
784.1,throat pain,4
784.0,headache,4
784.4,voice disturbance,4
784.49,other,5
784.41,aphonia,5
784.40,"voice disturbance, unspecified",5
784.6,other symbolic dysfunction,4
784.69,other,5
784.61,alexia and dyslexia,5
784.60,"symbolic dysfunction, unspecified",5
784.9,other symptoms involving head and neck,4
784.99,other symptoms involving head and neck,5
784.91,postnasal drip,5
785,symptoms involving cardiovascular system,3
785.9,other symptoms involving cardiovascular system,4
785.6,enlargement of lymph nodes,4
785.4,gangrene,4
785.3,other abnormal heart sounds,4
785.2,undiagnosed cardiac murmurs,4
785.1,palpitations,4
785.0,"tachycardia, unspecified",4
785.5,shock without mention of trauma,4
785.59,other,5
785.52,septic shock,5
785.51,cardiogenic shock,5
785.50,"shock, unspecified",5
786,symptoms involving respiratory system and other chest symptoms,3
786.9,other symptoms involving respiratory system and chest,4
786.8,hiccough,4
786.7,abnormal chest sounds,4
786.6,"swelling, mass, or lump in chest",4
786.4,abnormal sputum,4
786.3,hemoptysis,4
786.2,cough,4
786.1,stridor,4
786.0,dyspnea and respiratory abnormalities,4
786.09,other,5
786.07,wheezing,5
786.06,tachypnea,5
786.05,shortness of breath,5
786.04,cheyne-stokes respiration,5
786.03,apnea,5
786.02,orthopnea,5
786.01,hyperventilation,5
786.00,"respiratory abnormality, unspecified",5
786.5,chest pain,4
786.59,other,5
786.52,painful respiration,5
786.51,precordial pain,5
786.50,"chest pain, unspecified",5
787,symptoms involving digestive system,3
787.7,abnormal feces,4
787.6,incontinence of feces,4
787.5,abnormal bowel sounds,4
787.4,visible peristalsis,4
787.3,"flatulence, eructation, and gas pain",4
787.1,heartburn,4
787.0,nausea and vomiting,4
787.03,vomiting alone,5
787.02,nausea alone,5
787.01,nausea with vomiting,5
787.2,dysphagia,4
787.29,other dysphagia,5
787.24,"dysphagia, pharyngoesophageal phase",5
787.23,"dysphagia, pharyngeal phase",5
787.22,"dysphagia, oropharyngeal phase",5
787.21,"dysphagia, oral phase",5
787.20,"dysphagia, unspecified",5
787.9,other symptoms involving digestive system,4
787.99,other,5
787.91,diarrhea,5
788,symptoms involving urinary system,3
788.8,extravasation of urine,4
788.7,urethral discharge,4
788.5,oliguria and anuria,4
788.1,dysuria,4
788.0,renal colic,4
788.2,retention of urine,4
788.29,other specified retention of urine,5
788.21,incomplete bladder emptying,5
788.20,"retention of urine, unspecified",5
788.3,urinary incontinence,4
788.39,other urinary incontinence,5
788.38,overflow incontinence,5
788.37,continuous leakage,5
788.36,nocturnal enuresis,5
788.35,post-void dribbling,5
788.34,incontinence without sensory awareness,5
788.33,mixed incontinence (female) (male),5
788.32,"stress incontinence, male",5
788.31,urge incontinence,5
788.30,"urinary incontinence, unspecified",5
788.4,frequency of urination and polyuria,4
788.43,nocturia,5
788.42,polyuria,5
788.41,urinary frequency,5
788.6,other abnormality of urination,4
788.69,other,5
788.65,straining on urination,5
788.64,urinary hesitancy,5
788.63,urgency of urination,5
788.62,slowing of urinary stream,5
788.61,splitting of urinary stream,5
788.9,other symptoms involving urinary system,4
788.99,other symptoms involving urinary system,5
788.91,functional urinary incontinence,5
789,other symptoms involving abdomen and pelvis,3
789.9,other symptoms involving abdomen and pelvis,4
789.6,abdominal tenderness,4
789.4,abdominal rigidity,4
789.3,"abdominal or pelvic swelling, mass, or lump",4
789.2,splenomegaly,4
789.1,hepatomegaly,4
789.0,abdominal pain,4
789.5,ascites,4
789.59,other ascites,5
789.51,malignant ascites,5
790-796,nonspecific abnormal findings ,2
790,nonspecific findings on examination of blood,3
790.8,"viremia, unspecified",4
790.7,bacteremia,4
790.6,other abnormal blood chemistry,4
790.5,other nonspecific abnormal serum enzyme levels,4
790.4,nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [ldh],4
790.3,excessive blood level of alcohol,4
790.1,elevated sedimentation rate,4
790.0,abnormality of red blood cells,4
790.09,other abnormality of red blood cells,5
790.01,precipitous drop in hematocrit,5
790.2,abnormal glucose,4
790.29,other abnormal glucose,5
790.22,impaired glucose tolerance test (oral),5
790.21,impaired fasting glucose,5
790.9,other nonspecific findings on examination of blood,4
790.99,other,5
790.95,elevated c-reactive protein (crp),5
790.94,euthyroid sick syndrome,5
790.93,elevated prostate specific antigen [psa],5
790.92,abnormal coagulation profile,5
790.91,abnormal arterial blood gases,5
791,nonspecific findings on examination of urine,3
791.9,other nonspecific findings on examination of urine,4
791.7,other cells and casts in urine,4
791.6,acetonuria,4
791.5,glycosuria,4
791.4,biliuria,4
791.3,myoglobinuria,4
791.2,hemoglobinuria,4
791.1,chyluria,4
791.0,proteinuria,4
792,nonspecific abnormal findings in other body substances,3
792.9,other nonspecific abnormal findings in body substances,4
792.5,cloudy (hemodialysis) (peritoneal) dialysis effluent,4
792.4,saliva,4
792.3,amniotic fluid,4
792.2,semen,4
792.1,stool contents,4
792.0,cerebrospinal fluid,4
793,nonspecific abnormal findings on radiological and other examination of body structure,3
793.7,musculoskeletal system,4
793.6,"abdominal area, including retroperitoneum",4
793.5,genitourinary organs,4
793.4,gastrointestinal tract,4
793.3,biliary tract,4
793.2,other intrathoracic organ,4
793.1,lung field,4
793.0,skull and head,4
793.8,breast,4
793.89,other abnormal findings on radiological examination of breast,5
793.81,mammographic microcalcification,5
793.80,"abnormal mammogram, unspecified",5
793.9,other,4
793.99,other nonspecific abnormal findings on radiological and other examinations of body structure,5
793.91,image test inconclusive due to excess body fat,5
794,nonspecific abnormal results of function studies,3
794.9,other,4
794.8,liver,4
794.7,basal metabolism,4
794.6,other endocrine function study,4
794.5,thyroid,4
794.4,kidney,4
794.2,pulmonary,4
794.0,brain and central nervous system,4
794.09,other,5
794.02,abnormal electroencephalogram [eeg],5
794.01,abnormal echoencephalogram,5
794.00,"abnormal function study, unspecified",5
794.1,peripheral nervous system and special senses,4
794.19,other,5
794.17,abnormal electromyogram [emg],5
794.16,abnormal vestibular function studies,5
794.15,abnormal auditory function studies,5
794.14,abnormal oculomotor studies,5
794.13,abnormal visually evoked potential,5
794.12,abnormal electro-oculogram [eog],5
794.11,abnormal retinal function studies,5
794.10,"abnormal response to nerve stimulation, unspecified",5
794.3,cardiovascular,4
794.39,other,5
794.31,abnormal electrocardiogram [ecg] [ekg],5
794.30,"abnormal function study, unspecified",5
795,"other and nonspecific abnormal cytological, histological, immunological and dna test findings",3
795.6,false positive serological test for syphilis,4
795.5,nonspecific reaction to tuberculin skin test without active tuberculosis,4
795.4,other nonspecific abnormal histological findings,4
795.2,nonspecific abnormal findings on chromosomal analysis,4
795.0,abnormal papanicolaou smear of cervix and cervical hpv,4
795.09,other abnormal papanicolaou smear of cervix and cervical hpv,5
795.08,unsatisfactory cervical cytology smear,5
795.07,satisfactory cervical smear but lacking transformation zone,5
795.06,papanicolaou smear of cervix with cytologic evidence of malignancy,5
795.05,cervical high risk human papillomavirus (hpv) dna test positive,5
795.04,papanicolaou smear of cervix with high grade squamous intraepithelial lesion (hgsil),5
795.03,papanicolaou smear of cervix with low grade squamous intraepithelial lesion (lgsil),5
795.02,papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (asc-h),5
795.01,papanicolaou smear of cervix with atypical squamous cells of undetermined significance (asc-us),5
795.00,abnormal glandular papanicolaou smear of cervix,5
795.1,abnormal papanicolaou smear of vagina and vaginal hpv,4
795.19,other abnormal papanicolaou smear of vagina and vaginal hpv,5
795.18,unsatisfactory vaginal cytology smear,5
795.16,papanicolaou smear of vagina with cytologic evidence of malignancy,5
795.15,vaginal high risk human papillomavirus (hpv) dna test positive,5
795.14,papanicolaou smear of vagina with high grade squamous intraepithelial lesion (hgsil),5
795.13,papanicolaou smear of vagina with low grade squamous intraepithelial lesion (lgsil),5
795.12,papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (asc-h),5
795.11,papanicolaou smear of vagina with atypical squamous cells of undetermined significance (asc-us),5
795.10,abnormal glandular papanicolaou smear of vagina,5
795.3,nonspecific positive culture findings,4
795.39,other nonspecific positive culture findings,5
795.31,nonspecific positive findings for anthrax,5
795.7,other nonspecific immunological findings,4
795.79,other and unspecified nonspecific immunological findings,5
795.71,nonspecific serologic evidence of human immunodeficiency virus [hiv],5
795.8,abnormal tumor markers,4
795.89,other abnormal tumor markers,5
795.82,elevated cancer antigen 125 [ca 125],5
795.81,elevated carcinoembryonic antigen [cea],5
796,other nonspecific abnormal findings,3
796.9,other,4
796.6,abnormal findings on neonatal screening,4
796.5,abnormal finding on antenatal screening,4
796.4,other abnormal clinical findings,4
796.3,nonspecific low blood pressure reading,4
796.2,elevated blood pressure reading without diagnosis of hypertension,4
796.1,abnormal reflex,4
796.0,nonspecific abnormal toxicological findings,4
796.7,abnormal cytologic smear of anus and anal hpv,4
796.79,other abnormal papanicolaou smear of anus and anal hpv,5
796.78,unsatisfactory anal cytology smear,5
796.77,satisfactory anal smear but lacking transformation zone,5
796.76,papanicolaou smear of anus with cytologic evidence of malignancy,5
796.75,anal high risk human papillomavirus (hpv) dna test positive,5
796.74,papanicolaou smear of anus with high grade squamous intraepithelial lesion (hgsil),5
796.73,papanicolaou smear of anus with low grade squamous intraepithelial lesion (lgsil),5
796.72,papanicolaou smear of anus with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (asc-h),5
796.71,papanicolaou smear of anus with atypical squamous cells of undetermined significance (asc-us),5
796.70,abnormal glandular papanicolaou smear of anus,5
797-799,ill-defined and unknown causes of morbidity and mortality ,2
797,senility without mention of psychosis,3
798,"sudden death, cause unknown",3
798.9,unattended death,4
798.2,"death occurring in less than 24 hours from onset of symptoms, not otherwise explained",4
798.1,instantaneous death,4
798.0,sudden infant death syndrome,4
799,other ill-defined and unknown causes of morbidity and mortality,3
799.9,other unknown and unspecified cause,4
799.4,cachexia,4
799.3,"debility, unspecified",4
799.2,nervousness,4
799.1,respiratory arrest,4
799.0,asphyxia and hypoxemia,4
799.02,hypoxemia,5
799.01,asphyxia,5
799.8,other ill-defined conditions,4
799.89,other ill-defined conditions,5
799.81,decreased libido,5
800-999,injury and poisoning ,1
890-897,open wound of lower limb ,2
880-887,open wound of upper limb ,2
870-879,"open wound of head, neck, and trunk ",2
820-829,fracture of lower limb ,2
810-819,fracture of upper limb ,2
805-809,fracture of neck and trunk ,2
800-804,fracture of skull ,2
800-829,fractures ,2
800,fracture of vault of skull,3
800.9,open with intracranial injury of other and unspecified nature,4
800.8,open with other and unspecified intracranial hemorrhage,4
800.7,"open with subarachnoid, subdural, and extradural hemorrhage",4
800.6,open with cerebral laceration and contusion,4
800.5,open without mention of intracranial injury,4
800.4,closed with intracranialinjury of other and unspecified nature,4
800.3,closed with other and unspecified intracranial hemorrhage,4
800.2,"closed wtih subarachnoid, subdural, and extradural hemorrhage",4
800.1,closed with cerebral laceration and contusion,4
800.0,closed without mention of intracranial injury,4
801,fracture of base of skull,3
801.9,open with intracranial injury of other and unspecified nature,4
801.8,open with other and unspecified intracranial hemorrhage,4
801.7,"open with subarachnoid, subdural, and extradural hemorrhage",4
801.6,open with cerebral laceration and contusion,4
801.5,open without mention of intracranial injury,4
801.4,closed with intracranial injury of other and unspecified nature,4
